,1. open,2. high,3. low,4. close,5. volume
2011-12-09,0.68,0.72,0.4831,0.5702,3462800.0
2011-12-02,0.6108,0.71,0.6,0.669,1471300.0
2011-11-25,0.6702,0.678,0.495,0.51,954300.0
2011-11-18,0.708,0.72,0.65,0.68,493200.0
2011-11-11,0.778,0.778,0.6899,0.702,744600.0
2011-11-04,0.82,0.82,0.6923,0.779,1023300.0
2011-10-28,0.78,0.85,0.69,0.75,984200.0
2011-10-21,0.76,0.8,0.75,0.78,868300.0
2011-10-14,0.85,0.9,0.751,0.7711,1531600.0
2011-10-07,1.01,1.01,0.8103,0.85,685000.0
2011-09-30,1.01,1.05,0.6101,1.01,5396400.0
2011-09-23,1.06,1.11,0.92,0.99,2683400.0
2011-09-16,1.181,1.28,1.03,1.12,5339100.0
2011-09-09,1.02,1.05,0.99,1.0,918300.0
2011-09-02,1.01,1.07,0.98,1.05,1838300.0
2011-08-26,1.08,1.08,0.97,1.01,1740200.0
2011-08-19,1.07,1.1,1.02,1.06,1304800.0
2011-08-12,1.02,1.16,0.95,1.07,2873900.0
2011-08-05,1.25,1.25,1.0,1.09,4274200.0
2011-07-29,1.29,1.34,1.13,1.17,2790800.0
2011-07-22,1.33,1.33,1.1,1.29,3665800.0
2011-07-15,1.22,1.48,1.19,1.28,9036200.0
2011-07-08,1.09,1.33,1.09,1.22,7530500.0
2011-07-01,1.02,1.1,0.9624,1.07,1810600.0
2011-06-24,0.97,1.05,0.9333,1.01,2291500.0
2011-06-17,1.06,1.13,0.9,0.98,5369200.0
2011-06-10,1.43,1.65,1.02,1.04,16861000.0
2011-06-03,1.26,1.4,1.24,1.3,6164600.0
2011-05-27,0.985,1.28,0.9216,1.21,10450900.0
2011-05-20,0.9,0.98,0.84,0.975,4196800.0
2011-05-13,0.893,0.92,0.7329,0.8712,5153700.0
2011-05-06,0.95,1.02,0.8825,0.893,4648900.0
2011-04-29,0.93,0.96,0.8921,0.93,3112900.0
